,Episode,Duration,Slots,Score,Epsilon,min_loss,c&c,audio,video
77,77,0.20879999999951337,348,159.5,0.9845195136675428,0.005169319920241833,12,3,1
78,78,0.20879999999951337,348,152.0,0.9843226097648092,0.005207265727221966,12,2,1
79,79,0.20699999999951757,345,153.0,0.9841257452428563,0.005096827168017626,12,3,1
80,80,0.21059999999950918,351,151.0,0.9839289200938078,0.005035709589719772,15,3,1
81,81,0.20699999999951757,345,150.5,0.9837321343097891,0.005278469994664192,11,2,1
82,82,0.20879999999951337,348,137.5,0.9835353878829272,0.005515302065759897,14,6,1
83,83,0.20699999999951757,345,147.5,0.9833386808053506,0.005630325525999069,11,3,1
84,84,0.20519999999952176,342,140.5,0.9831420130691896,0.005802133120596409,17,4,1
85,85,0.20879999999951337,348,150.5,0.9829453846665758,0.005357748828828335,12,4,1
86,86,0.20699999999951757,345,144.5,0.9827487955896425,0.004612709395587444,12,3,1
87,87,0.20699999999951757,345,148.5,0.9825522458305246,0.005100961774587631,14,4,1
88,88,0.20699999999951757,345,144.0,0.9823557353813585,0.005150096490979195,14,2,1
89,89,0.20699999999951757,345,151.0,0.9821592642342822,0.005455683916807175,11,4,1
90,90,0.20879999999951337,348,153.5,0.9819628323814354,0.00593319907784462,11,5,1
91,91,0.20879999999951337,348,146.0,0.9817664398149591,0.005593894049525261,13,5,1
92,92,0.20699999999951757,345,136.0,0.9815700865269962,0.005303802900016308,19,5,1
93,93,0.20699999999951757,345,149.5,0.9813737725096908,0.004971605725586414,15,2,1
94,94,0.21239999999950498,354,147.0,0.9811774977551889,0.005947847850620747,12,5,1
95,95,0.20879999999951337,348,143.0,0.9809812622556379,0.004843481816351414,12,3,1
96,96,0.20879999999951337,348,154.0,0.9807850660031867,0.0055718012154102325,14,5,1
97,97,0.20879999999951337,348,139.0,0.9805889089899861,0.006004162132740021,15,3,1
98,98,0.20879999999951337,348,156.5,0.9803927912081881,0.005904284305870533,15,5,1
99,99,0.20519999999952176,342,147.5,0.9801967126499465,0.005441917572170496,11,3,1
100,100,0.21239999999950498,354,155.5,0.9800006733074165,0.005781344138085842,14,3,1
101,101,0.21059999999950918,351,157.5,0.979804673172755,0.005459623411297798,15,5,1
102,102,0.20519999999952176,342,149.0,0.9796087122381205,0.005788020323961973,14,3,1
103,103,0.21239999999950498,354,145.0,0.9794127904956729,0.006131463684141636,12,4,1
104,104,0.21059999999950918,351,152.0,0.9792169079375738,0.00543620903044939,10,1,1
105,105,0.20699999999951757,345,153.5,0.9790210645559863,0.006131394766271114,15,0,1
106,106,0.20699999999951757,345,150.5,0.978825260343075,0.005160900764167309,14,3,1
107,107,0.20699999999951757,345,138.0,0.9786294952910064,0.005302578676491976,15,3,1
108,108,0.20879999999951337,348,152.0,0.9784337693919483,0.005917198956012726,9,3,1
109,109,0.20879999999951337,348,154.5,0.9782380826380699,0.005164186004549265,14,5,1
110,110,0.20699999999951757,345,142.0,0.9780424350215423,0.005429577548056841,16,2,1
111,111,0.20519999999952176,342,141.5,0.977846826534538,0.005872486159205437,18,5,1
112,112,0.20699999999951757,345,153.5,0.9776512571692312,0.005701881367713213,11,4,1
113,113,0.20519999999952176,342,140.0,0.9774557269177974,0.005647510290145874,11,1,1
114,114,0.20699999999951757,345,153.0,0.9772602357724138,0.005021021235734224,12,1,1
115,115,0.21059999999950918,351,149.0,0.9770647837252594,0.005479879677295685,14,4,1
116,116,0.20699999999951757,345,155.5,0.9768693707685143,0.005462913308292627,12,0,1
117,117,0.20699999999951757,345,155.5,0.9766739968943606,0.005331188440322876,8,4,0
118,118,0.20879999999951337,348,155.5,0.9764786620949818,0.0057561504654586315,11,1,1
119,119,0.20699999999951757,345,143.0,0.9762833663625629,0.006131144240498543,13,4,1
120,120,0.20699999999951757,345,138.5,0.9760881096892904,0.0054278066381812096,15,4,1
121,121,0.20879999999951337,348,155.0,0.9758928920673525,0.0055727530270814896,13,1,1
122,122,0.21059999999950918,351,147.0,0.9756977134889391,0.005877983756363392,12,2,1
123,123,0.20879999999951337,348,155.5,0.9755025739462413,0.005628502462059259,13,3,1
124,124,0.20699999999951757,345,148.0,0.9753074734314521,0.005784203298389912,8,3,1
125,125,0.20879999999951337,348,143.5,0.9751124119367658,0.005921205971390009,13,1,1
126,126,0.20879999999951337,348,152.5,0.9749173894543784,0.005131293088197708,11,4,1
127,127,0.20699999999951757,345,142.5,0.9747224059764876,0.0055533479899168015,11,1,1
128,128,0.20879999999951337,348,140.5,0.9745274614952923,0.005914950743317604,12,2,1
129,129,0.20879999999951337,348,154.5,0.9743325560029933,0.005903438664972782,11,5,0
130,130,0.20699999999951757,345,161.0,0.9741376894917927,0.005588824860751629,11,1,1
131,131,0.20879999999951337,348,144.5,0.9739428619538943,0.005116465501487255,11,2,1
132,132,0.20879999999951337,348,136.0,0.9737480733815036,0.005682935006916523,14,3,1
133,133,0.21239999999950498,354,150.0,0.9735533237668273,0.0059595550410449505,13,3,1
134,134,0.20879999999951337,348,147.0,0.973358613102074,0.005417814943939447,11,5,1
135,135,0.20879999999951337,348,153.0,0.9731639413794536,0.005829538684338331,12,2,1
136,136,0.20519999999952176,342,146.0,0.9729693085911777,0.005410936661064625,16,4,1
137,137,0.20879999999951337,348,142.5,0.9727747147294595,0.005576576106250286,12,4,1
138,138,0.20699999999951757,345,145.0,0.9725801597865137,0.0052843545563519,14,5,1
139,139,0.20879999999951337,348,141.5,0.9723856437545564,0.005213730037212372,19,4,1
140,140,0.20879999999951337,348,153.5,0.9721911666258055,0.005039724987000227,7,3,1
141,141,0.20699999999951757,345,141.5,0.9719967283924804,0.005655447952449322,18,4,1
142,142,0.20699999999951757,345,150.5,0.971802329046802,0.005242678802460432,17,5,1
143,143,0.20699999999951757,345,150.5,0.9716079685809926,0.005845014005899429,8,1,1
144,144,0.20699999999951757,345,143.0,0.9714136469872765,0.005729553289711475,14,1,1
145,145,0.20699999999951757,345,146.0,0.971219364257879,0.005343574099242687,15,4,1
146,146,0.20699999999951757,345,143.5,0.9710251203850274,0.00543186254799366,17,4,1
147,147,0.20699999999951757,345,155.5,0.9708309153609505,0.005733386613428593,17,4,1
148,148,0.20699999999951757,345,155.5,0.9706367491778782,0.005899423733353615,15,5,1
149,149,0.20699999999951757,345,150.0,0.9704426218280426,0.005687823053449392,12,3,1
150,150,0.21059999999950918,351,148.5,0.9702485333036771,0.006261141039431095,14,4,1
151,151,0.20699999999951757,345,156.5,0.9700544835970164,0.0055606672540307045,13,0,1
152,152,0.20699999999951757,345,137.5,0.9698604727002971,0.005893067456781864,19,2,1
153,153,0.20879999999951337,348,147.5,0.969666500605757,0.0046867066994309425,14,7,1
154,154,0.21059999999950918,351,144.0,0.9694725673056358,0.005927138961851597,11,4,1
155,155,0.20699999999951757,345,148.0,0.9692786727921747,0.004979770630598068,11,4,1
156,156,0.21059999999950918,351,147.0,0.9690848170576163,0.006006286479532719,13,4,1
157,157,0.21059999999950918,351,144.0,0.9688910000942048,0.005075319670140743,15,3,1
158,158,0.21059999999950918,351,145.5,0.968697221894186,0.005271170288324356,13,3,1
159,159,0.20699999999951757,345,154.0,0.9685034824498071,0.005786963738501072,9,2,1
160,160,0.20699999999951757,345,142.0,0.9683097817533172,0.005665666423738003,11,1,1
161,161,0.20699999999951757,345,151.0,0.9681161197969665,0.005424555856734514,14,3,1
162,162,0.21059999999950918,351,155.0,0.9679224965730072,0.005319921299815178,9,1,1
163,163,0.20879999999951337,348,142.0,0.9677289120736926,0.005650979932397604,13,4,1
164,164,0.20699999999951757,345,147.5,0.9675353662912779,0.0048094079829752445,20,2,1
165,165,0.20879999999951337,348,142.0,0.9673418592180196,0.005454123020172119,17,3,1
166,166,0.20879999999951337,348,152.0,0.9671483908461761,0.00571497343480587,9,1,1
167,167,0.20699999999951757,345,145.0,0.9669549611680068,0.005358050111681223,18,4,1
168,168,0.20879999999951337,348,145.0,0.9667615701757732,0.005324064753949642,16,4,1
169,169,0.20699999999951757,345,153.0,0.9665682178617381,0.005605058744549751,8,1,1
170,170,0.20699999999951757,345,148.0,0.9663749042181657,0.006053095683455467,10,4,0
171,171,0.20699999999951757,345,144.0,0.9661816292373221,0.005489186383783817,14,0,1
172,172,0.20519999999952176,342,140.0,0.9659883929114746,0.006064007990062237,14,3,1
173,173,0.20879999999951337,348,151.0,0.9657951952328924,0.0057148076593875885,11,4,1
174,174,0.20879999999951337,348,142.5,0.9656020361938458,0.0055974447168409824,13,4,1
175,175,0.20699999999951757,345,148.0,0.965408915786607,0.005590080749243498,12,3,1
176,176,0.20879999999951337,348,146.5,0.9652158340034498,0.005938894115388393,12,3,0
177,177,0.21059999999950918,351,150.0,0.9650227908366491,0.005544860381633043,15,4,1
178,178,0.20879999999951337,348,156.0,0.9648297862784818,0.005541970022022724,14,2,1
179,179,0.20699999999951757,345,146.0,0.9646368203212261,0.005961029324680567,13,2,1
180,180,0.20879999999951337,348,151.5,0.9644438929571619,0.0053269830532372,15,2,1
181,181,0.20699999999951757,345,145.0,0.9642510041785706,0.00574210099875927,17,4,1
182,182,0.20699999999951757,345,144.0,0.9640581539777349,0.005393671803176403,15,2,1
183,183,0.20519999999952176,342,147.0,0.9638653423469393,0.005625216290354729,11,3,1
184,184,0.20699999999951757,345,147.5,0.96367256927847,0.0055734324268996716,13,1,1
185,185,0.21239999999950498,354,145.5,0.9634798347646143,0.006008323282003403,12,2,0
186,186,0.20699999999951757,345,153.5,0.9632871387976614,0.0050619859248399734,13,3,1
187,187,0.21059999999950918,351,147.5,0.9630944813699018,0.005640039220452309,12,2,1
188,188,0.20699999999951757,345,152.0,0.9629018624736279,0.005251594819128513,16,3,1
189,189,0.21239999999950498,354,149.0,0.9627092821011332,0.005429939366877079,11,2,1
190,190,0.20519999999952176,342,149.0,0.9625167402447129,0.0053038340993225574,12,3,1
191,191,0.20699999999951757,345,145.5,0.962324236896664,0.005236511584371328,14,2,1
192,192,0.21239999999950498,354,146.5,0.9621317720492847,0.005992963910102844,18,4,1
193,193,0.20879999999951337,348,137.0,0.9619393456948748,0.005111397244036198,17,6,1
194,194,0.20699999999951757,345,162.5,0.9617469578257358,0.0056272754445672035,13,5,1
195,195,0.20699999999951757,345,151.0,0.9615546084341707,0.005583135411143303,14,3,1
196,196,0.20699999999951757,345,157.5,0.9613622975124839,0.005528499372303486,10,4,1
197,197,0.20879999999951337,348,151.0,0.9611700250529814,0.005537398159503937,11,4,1
198,198,0.20879999999951337,348,156.0,0.9609777910479709,0.0055323401466012,11,1,1
199,199,0.20699999999951757,345,136.5,0.9607855954897613,0.005356083624064922,14,2,1
200,200,0.20699999999951757,345,150.0,0.9605934383706634,0.005690857768058777,8,5,1
201,201,0.21239999999950498,354,150.0,0.9604013196829893,0.004645965062081814,8,2,1
202,202,0.20879999999951337,348,153.5,0.9602092394190527,0.005881237797439098,16,3,1
203,203,0.20879999999951337,348,142.5,0.9600171975711689,0.005501271225512028,14,4,1
204,204,0.21059999999950918,351,144.5,0.9598251941316547,0.005154371727257967,15,3,1
205,205,0.20879999999951337,348,157.0,0.9596332290928283,0.005482475273311138,11,0,1
206,206,0.21239999999950498,354,137.0,0.9594413024470098,0.0055063338950276375,10,1,1
207,207,0.20699999999951757,345,141.5,0.9592494141865204,0.005172085016965866,15,2,1
208,208,0.20699999999951757,345,151.5,0.9590575643036832,0.005666355136781931,12,3,1
209,209,0.21239999999950498,354,148.5,0.9588657527908224,0.00597726833075285,11,1,0
210,210,0.20879999999951337,348,148.5,0.9586739796402642,0.005595074500888586,8,1,1
211,211,0.20699999999951757,345,145.5,0.9584822448443362,0.006052596494555473,16,3,1
212,212,0.20699999999951757,345,148.5,0.9582905483953673,0.005335968919098377,12,4,1
213,213,0.20879999999951337,348,141.0,0.9580988902856883,0.005977609660476446,16,5,1
214,214,0.20879999999951337,348,151.0,0.9579072705076311,0.005444642156362534,10,3,1
215,215,0.20699999999951757,345,143.0,0.9577156890535297,0.004854351282119751,15,7,1
216,216,0.20699999999951757,345,148.0,0.957524145915719,0.005907174199819565,12,4,1
217,217,0.20699999999951757,345,140.0,0.9573326410865358,0.005673184525221586,18,3,1
218,218,0.20699999999951757,345,151.0,0.9571411745583185,0.005349307786673307,10,3,1
219,219,0.21059999999950918,351,156.0,0.9569497463234068,0.004836263135075569,13,3,1
220,220,0.20699999999951757,345,153.0,0.9567583563741421,0.00536628533154726,12,3,1
221,221,0.20699999999951757,345,147.0,0.9565670047028673,0.004885971546173096,11,6,1
222,222,0.20519999999952176,342,140.0,0.9563756913019267,0.0052521973848342896,17,6,1
223,223,0.20519999999952176,342,156.5,0.9561844161636663,0.00534707959741354,7,1,0
224,224,0.20879999999951337,348,145.5,0.9559931792804336,0.004171446897089481,15,2,1
225,225,0.20519999999952176,342,145.0,0.9558019806445776,0.005882883910089731,19,2,1
226,226,0.20879999999951337,348,134.5,0.9556108202484487,0.005548542831093073,15,2,1
227,227,0.20879999999951337,348,145.5,0.955419698084399,0.005259593948721886,17,3,1
228,228,0.20879999999951337,348,153.0,0.9552286141447821,0.005877306219190359,14,5,1
229,229,0.20699999999951757,345,152.5,0.9550375684219532,0.005538955330848694,11,1,1
230,230,0.20699999999951757,345,141.5,0.9548465609082688,0.005541645921766758,10,3,1
231,231,0.20519999999952176,342,144.0,0.9546555915960871,0.005692216567695141,14,3,1
232,232,0.21059999999950918,351,145.5,0.9544646604777679,0.004602699540555477,13,4,1
233,233,0.20879999999951337,348,146.5,0.9542737675456724,0.0057885246351361275,14,1,1
234,234,0.20879999999951337,348,142.5,0.9540829127921633,0.005546627566218376,13,1,1
235,235,0.20879999999951337,348,153.5,0.9538920962096049,0.005371592007577419,13,1,1
236,236,0.20879999999951337,348,140.5,0.953701317790363,0.00563771789893508,16,2,1
237,237,0.20699999999951757,345,142.5,0.953510577526805,0.005588683299720287,14,4,1
238,238,0.20699999999951757,345,143.5,0.9533198754112997,0.005616025533527136,10,2,1
239,239,0.21059999999950918,351,138.5,0.9531292114362174,0.005991142243146896,12,4,1
240,240,0.20699999999951757,345,147.5,0.9529385855939302,0.004932324402034283,16,2,1
241,241,0.20699999999951757,345,142.0,0.9527479978768114,0.005096071865409613,11,2,1
242,242,0.20699999999951757,345,146.5,0.9525574482772361,0.005708545446395874,13,3,1
243,243,0.20879999999951337,348,156.0,0.9523669367875807,0.0060086664743721485,11,3,1
244,244,0.20699999999951757,345,150.5,0.9521764634002232,0.005578952841460705,15,3,1
245,245,0.20699999999951757,345,149.5,0.9519860281075432,0.005748053081333637,14,2,1
246,246,0.20699999999951757,345,147.0,0.9517956309019217,0.005278650671243668,14,2,1
247,247,0.20699999999951757,345,142.5,0.9516052717757413,0.004750968888401985,14,2,0
248,248,0.20879999999951337,348,136.5,0.9514149507213862,0.004813097417354584,17,1,1
249,249,0.20879999999951337,348,136.5,0.9512246677312419,0.005484371446073055,17,4,1
250,250,0.21059999999950918,351,150.0,0.9510344227976957,0.005452432669699192,11,2,1
251,251,0.20699999999951757,345,137.0,0.9508442159131362,0.005974613595753908,14,3,1
252,252,0.21239999999950498,354,148.5,0.9506540470699536,0.005864772479981184,10,3,1
253,253,0.20879999999951337,348,155.0,0.9504639162605396,0.004915392026305199,11,3,1
254,254,0.20699999999951757,345,137.5,0.9502738234772875,0.005946091376245022,15,3,1
255,255,0.21059999999950918,351,150.5,0.950083768712592,0.005121968220919371,10,3,1
256,256,0.20699999999951757,345,148.0,0.9498937519588495,0.005496899597346783,12,2,1
257,257,0.20699999999951757,345,144.0,0.9497037732084578,0.005719717126339674,9,3,1
258,258,0.21059999999950918,351,147.0,0.9495138324538162,0.005512638948857784,18,4,1
259,259,0.20879999999951337,348,141.0,0.9493239296873254,0.005394270643591881,12,4,1
260,260,0.21059999999950918,351,141.0,0.949134064901388,0.0057559870183467865,15,1,1
261,261,0.20699999999951757,345,145.5,0.9489442380884077,0.00599859282374382,12,5,1
262,262,0.20699999999951757,345,142.5,0.94875444924079,0.005659155547618866,14,2,1
263,263,0.20879999999951337,348,147.5,0.9485646983509418,0.00555559154599905,12,4,1
264,264,0.20879999999951337,348,138.5,0.9483749854112716,0.005559952929615974,15,2,1
265,265,0.20519999999952176,342,146.0,0.9481853104141894,0.005350013729184866,13,4,1
266,266,0.21059999999950918,351,147.5,0.9479956733521065,0.0056437659077346325,14,5,1
267,267,0.20519999999952176,342,135.5,0.9478060742174361,0.005252544768154621,13,4,1
268,268,0.21239999999950498,354,141.0,0.9476165130025926,0.005306306295096874,17,5,1
269,269,0.20699999999951757,345,145.0,0.9474269896999922,0.0055051082745194435,10,3,1
270,270,0.20699999999951757,345,149.0,0.9472375043020522,0.005295546725392342,12,5,1
271,271,0.21059999999950918,351,146.5,0.9470480568011919,0.005959147587418556,15,3,1
272,272,0.20879999999951337,348,147.5,0.9468586471898316,0.0058829630725085735,14,5,1
273,273,0.20519999999952176,342,150.5,0.9466692754603937,0.0050369794480502605,12,3,1
274,274,0.21059999999950918,351,149.5,0.9464799416053017,0.00584531482309103,11,6,1
275,275,0.20519999999952176,342,137.0,0.9462906456169806,0.005759686231613159,14,1,1
276,276,0.20519999999952176,342,148.5,0.9461013874878572,0.005528056062757969,18,4,1
277,277,0.20879999999951337,348,157.0,0.9459121672103596,0.005398500710725784,13,5,1
278,278,0.20699999999951757,345,149.5,0.9457229847769176,0.005735560320317745,14,4,1
279,279,0.20879999999951337,348,150.0,0.9455338401799622,0.0054691256955266,15,5,1
280,280,0.21239999999950498,354,149.0,0.9453447334119263,0.0059793973341584206,12,1,1
281,281,0.20699999999951757,345,138.0,0.9451556644652439,0.00589104974642396,13,2,1
282,282,0.20519999999952176,342,151.5,0.9449666333323509,0.005726044997572899,9,2,1
283,283,0.21059999999950918,351,150.5,0.9447776400056844,0.0051950933411717415,11,3,1
284,284,0.20699999999951757,345,149.0,0.9445886844776833,0.005675298161804676,13,5,1
285,285,0.20699999999951757,345,144.0,0.9443997667407877,0.005597256124019623,12,1,0
286,286,0.20699999999951757,345,146.0,0.9442108867874396,0.005887183360755444,14,1,1
287,287,0.20699999999951757,345,146.0,0.9440220446100821,0.005556986201554537,11,2,1
288,288,0.20699999999951757,345,154.0,0.9438332402011601,0.00582511443644762,11,2,1
289,289,0.20879999999951337,348,137.5,0.9436444735531199,0.0059166536666452885,15,2,1
290,290,0.20879999999951337,348,147.0,0.9434557446584093,0.005209287628531456,13,4,1
291,291,0.20879999999951337,348,148.5,0.9432670535094777,0.005461402237415314,14,7,1
292,292,0.20699999999951757,345,150.5,0.9430784000987759,0.005452792625874281,9,1,1
293,293,0.20879999999951337,348,140.0,0.9428897844187561,0.005689309444278479,11,5,1
294,294,0.20879999999951337,348,139.5,0.9427012064618724,0.005726250354200602,14,6,1
295,295,0.20699999999951757,345,139.0,0.94251266622058,0.005217961501330137,13,3,1
296,296,0.20699999999951757,345,151.0,0.942324163687336,0.00590634997934103,11,4,1
297,297,0.20699999999951757,345,154.5,0.9421356988545985,0.005396870896220207,10,3,1
298,298,0.20879999999951337,348,146.0,0.9419472717148276,0.0059136031195521355,17,1,1
299,299,0.20519999999952176,342,143.5,0.9417588822604847,0.0055265771225094795,11,4,1
300,300,0.20699999999951757,345,164.0,0.9415705304840326,0.005358979571610689,11,3,1
301,301,0.20699999999951757,345,148.0,0.9413822163779358,0.005363002419471741,17,5,1
302,302,0.20519999999952176,342,152.5,0.9411939399346603,0.004940975923091173,12,3,1
303,303,0.20699999999951757,345,152.5,0.9410057011466734,0.00597516680136323,15,5,1
304,304,0.20519999999952176,342,141.0,0.940817500006444,0.005766053684055805,19,3,1
305,305,0.20699999999951757,345,136.0,0.9406293365064428,0.005302617326378822,17,2,1
306,306,0.20879999999951337,348,147.0,0.9404412106391415,0.0060080597177147865,10,4,1
307,307,0.20700000000057628,345,152.0,0.9402531223970138,0.005483063403517008,14,3,1
308,308,0.20880000000198606,348,146.0,0.9400650717725344,0.005503436550498009,11,0,1
309,309,0.20880000000198606,348,155.5,0.93987705875818,0.005304939113557339,7,4,1
310,310,0.21060000000200318,351,146.0,0.9396890833464283,0.005470180884003639,19,4,1
311,311,0.20880000000198606,348,141.5,0.939501145529759,0.005414940416812897,10,2,1
312,312,0.20520000000195182,342,147.0,0.9393132453006531,0.0057504745200276375,18,4,1
313,313,0.21780000000207167,363,142.5,0.939125382651593,0.005589027889072895,17,4,1
314,314,0.20700000000196894,345,148.0,0.9389375575750627,0.005586586892604828,14,4,1
315,315,0.21060000000200318,351,145.0,0.9387497700635477,0.004700743593275547,13,3,1
316,316,0.20520000000195182,342,151.0,0.9385620201095349,0.004797507077455521,14,5,1
317,317,0.20700000000196894,345,131.0,0.938374307705513,0.005602285731583834,16,2,1
318,318,0.20700000000196894,345,140.5,0.938186632843972,0.005574803799390793,15,2,1
319,319,0.20880000000198606,348,149.0,0.9379989955174032,0.005527425557374954,16,3,1
320,320,0.20700000000196894,345,134.0,0.9378113957182997,0.0059074219316244125,18,6,1
321,321,0.20700000000196894,345,144.5,0.9376238334391561,0.004961150232702494,13,2,1
322,322,0.20700000000196894,345,144.5,0.9374363086724683,0.005571766756474972,14,5,1
